id	meta
orcid:0000-0001-5068-2001	35981
crossref:5801	35982
crossref:98	35983
crossref:78	35984
crossref:30	35985
crossref:276	35986
crossref:7437	35987
crossref:9060	35988
crossref:179	35989
crossref:2581	35990
